EmployeeID,Age,Gender,Department,JobRole,MaritalStatus,Education,MonthlyIncome,YearsAtCompany,YearsSinceLastPromotion,JobSatisfaction,WorkLifeBalance,OverTime,PerformanceRating,Attrition,AgeGroup,TenureGroup,SalaryBand,PromotionStatus,AttritionFlag
2355,24,Female,Admin,HR Associate,Married,Bachelor,2542,29,0,2,4,No,2,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2356,46,Male,Finance,Operations Manager,Single,Master,2586,7,8,4,1,Yes,3,No,41-50,7-10 Years,Low,Promoted 3-5 Yrs Ago,0
2357,39,Female,Operations,Laboratory Technician,Married,Master,11381,19,3,1,1,Yes,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2358,36,Female,Operations,Research Scientist,Divorced,Master,12614,13,9,3,2,No,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2359,57,Female,Finance,IT Specialist,Married,Master,8458,4,7,3,4,Yes,4,Yes,51+,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2360,31,Female,IT,Research Scientist,Married,Master,12544,22,5,3,3,No,2,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2361,23,Female,Admin,Operations Manager,Married,Master,6746,28,2,2,1,Yes,2,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2362,40,Female,Finance,HR Associate,Divorced,PhD,3644,28,8,2,3,Yes,4,Yes,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2363,47,Female,IT,Admin Assistant,Single,Bachelor,11337,1,0,2,4,Yes,2,No,41-50,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2364,48,Male,R&D,HR Associate,Married,Master,3791,25,10,4,4,Yes,2,No,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2365,54,Female,IT,IT Specialist,Single,Master,2740,7,4,2,3,Yes,2,Yes,51+,7-10 Years,Low,Promoted 1-2 Yrs Ago,1
2366,36,Male,Finance,Finance Analyst,Single,PhD,10949,10,2,2,4,Yes,4,No,30-40,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2367,33,Female,IT,HR Manager,Single,PhD,8162,4,9,3,3,Yes,4,No,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,0
2368,55,Male,Admin,Finance Analyst,Single,Bachelor,12517,6,7,3,4,No,2,No,51+,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2369,48,Female,Operations,Sales Representative,Single,Master,8012,12,4,1,1,No,2,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2370,25,Female,Sales,Sales Executive,Single,PhD,13676,27,9,1,2,No,3,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2371,35,Female,R&D,Finance Analyst,Divorced,Bachelor,11479,25,6,1,1,Yes,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2372,37,Female,IT,Finance Analyst,Married,Master,14010,28,10,3,3,Yes,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2373,38,Female,IT,Operations Manager,Divorced,PhD,3351,18,6,4,4,Yes,4,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2374,32,Female,IT,Laboratory Technician,Single,Master,9524,2,3,4,3,Yes,2,Yes,30-40,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
2375,58,Female,IT,Laboratory Technician,Single,Bachelor,13424,20,0,3,1,No,3,Yes,51+,10+ Years,High,Promoted 3-5 Yrs Ago,1
2376,28,Male,IT,Operations Manager,Single,PhD,5646,17,5,4,1,No,2,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2377,49,Female,Finance,Finance Analyst,Divorced,PhD,10244,30,0,2,3,No,4,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2378,22,Male,R&D,Laboratory Technician,Married,Bachelor,9338,23,8,2,1,No,2,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2379,58,Female,HR,Finance Analyst,Married,PhD,11672,5,1,4,1,Yes,2,No,51+,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2380,23,Male,IT,HR Associate,Divorced,Master,6566,13,9,3,2,Yes,4,Yes,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2381,34,Female,Operations,Finance Analyst,Single,PhD,6896,4,2,2,2,No,4,Yes,30-40,3-6 Years,Medium,Promoted 1-2 Yrs Ago,1
2382,30,Male,Admin,HR Associate,Divorced,Bachelor,4850,14,7,2,4,No,2,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2383,33,Female,Sales,HR Associate,Single,Master,5804,10,2,3,2,Yes,2,No,30-40,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2384,41,Female,Finance,Sales Representative,Married,Bachelor,5239,21,4,4,2,Yes,3,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2385,25,Male,Finance,HR Manager,Single,PhD,11331,26,4,3,2,No,3,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2386,38,Female,Admin,IT Specialist,Married,Bachelor,9090,26,2,3,2,Yes,3,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2387,33,Male,Finance,Sales Representative,Married,PhD,3405,19,10,2,4,Yes,2,Yes,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2388,59,Female,Sales,Sales Representative,Single,Master,5760,1,3,4,3,No,4,Yes,51+,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
2389,49,Male,R&D,Finance Analyst,Divorced,Master,9953,9,1,4,2,No,2,No,41-50,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2390,31,Female,HR,IT Specialist,Married,Master,10750,19,7,4,3,Yes,2,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
2391,22,Male,Operations,Laboratory Technician,Divorced,Bachelor,3498,19,1,2,3,No,2,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2392,24,Female,Sales,HR Manager,Married,PhD,8047,5,3,1,2,Yes,3,No,<30,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2393,54,Female,Finance,Sales Representative,Single,PhD,4659,15,5,1,1,Yes,4,Yes,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2394,47,Male,IT,Admin Assistant,Married,Master,12887,15,6,1,1,Yes,4,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
2395,50,Male,R&D,Admin Assistant,Married,Master,3505,25,9,4,2,No,4,Yes,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2396,26,Male,Finance,Laboratory Technician,Divorced,PhD,11744,18,8,3,3,Yes,4,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2397,32,Female,IT,IT Specialist,Divorced,Bachelor,10560,2,9,4,2,No,3,No,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2398,59,Male,Operations,Laboratory Technician,Single,Bachelor,8551,27,5,2,4,Yes,2,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2399,36,Male,R&D,HR Manager,Married,Master,8261,2,9,4,3,Yes,3,No,30-40,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
2400,43,Male,IT,Sales Executive,Single,PhD,9242,14,5,2,2,No,3,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2401,49,Male,HR,Research Scientist,Divorced,Master,13211,5,0,4,3,Yes,2,Yes,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2402,30,Female,Admin,HR Associate,Single,Bachelor,3985,21,10,2,4,Yes,3,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2403,52,Female,Operations,Research Scientist,Divorced,Master,5234,9,1,3,4,Yes,2,Yes,51+,7-10 Years,Medium,Promoted 3-5 Yrs Ago,1
2404,27,Male,Finance,Laboratory Technician,Divorced,PhD,8968,29,8,2,3,Yes,4,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2405,45,Female,Operations,Research Scientist,Married,Bachelor,5240,7,8,3,3,Yes,3,No,41-50,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2406,54,Male,IT,Sales Representative,Single,Bachelor,3912,21,7,1,4,Yes,3,No,51+,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2407,32,Female,IT,Admin Assistant,Single,Master,7945,26,0,2,3,No,2,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2408,36,Female,HR,Finance Analyst,Married,Master,12140,11,10,1,3,No,3,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2409,58,Female,R&D,Research Scientist,Married,PhD,8743,25,3,1,2,No,3,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2410,53,Male,R&D,Operations Manager,Single,Bachelor,11711,1,7,4,3,Yes,4,No,51+,0-2 Years,High,Promoted 3-5 Yrs Ago,0
2411,35,Male,Sales,HR Manager,Married,Master,9107,24,6,1,2,No,3,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2412,28,Male,R&D,Sales Representative,Married,PhD,11551,21,1,1,1,No,2,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2413,49,Female,Sales,Sales Executive,Single,Master,12836,11,4,1,2,No,2,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2414,34,Male,Sales,Sales Executive,Married,Master,13993,25,5,2,1,Yes,2,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2415,33,Male,R&D,HR Manager,Single,PhD,6580,5,8,2,4,No,4,No,30-40,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2416,30,Male,Sales,Sales Representative,Married,Bachelor,4460,10,10,4,3,Yes,2,Yes,30-40,7-10 Years,Low,Promoted 3-5 Yrs Ago,1
2417,52,Male,HR,IT Specialist,Single,Master,14474,8,8,3,2,No,3,No,51+,7-10 Years,High,Promoted 3-5 Yrs Ago,0
2418,37,Male,IT,Research Scientist,Divorced,PhD,10091,3,3,3,2,Yes,2,No,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2419,33,Male,Finance,Research Scientist,Divorced,Bachelor,11656,28,5,1,1,No,2,Yes,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,1
2420,38,Female,IT,IT Specialist,Single,Master,5166,28,7,2,1,No,3,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2421,32,Male,R&D,Research Scientist,Single,Bachelor,3745,29,6,1,1,No,4,No,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2422,55,Female,HR,HR Associate,Single,Master,5075,28,2,3,2,Yes,3,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2423,54,Male,Admin,Admin Assistant,Single,PhD,13860,18,8,4,1,No,2,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2424,56,Male,Operations,Finance Analyst,Divorced,PhD,7379,30,4,1,1,No,2,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2425,26,Female,Sales,Operations Manager,Divorced,PhD,6640,12,7,4,2,No,4,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2426,37,Female,Sales,HR Associate,Single,Master,4425,19,6,1,3,Yes,4,Yes,30-40,10+ Years,Low,Promoted 1-2 Yrs Ago,1
2427,37,Female,IT,Research Scientist,Married,PhD,7276,22,1,4,3,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2428,55,Male,IT,Sales Representative,Divorced,PhD,5927,20,5,1,2,Yes,4,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2429,36,Male,R&D,Sales Representative,Divorced,PhD,11330,18,0,3,2,No,2,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2430,48,Male,IT,IT Specialist,Married,PhD,12505,24,2,3,3,Yes,3,Yes,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,1
2431,47,Female,Admin,HR Associate,Single,PhD,11920,14,8,4,3,No,4,No,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,0
2432,55,Female,HR,Sales Executive,Married,Bachelor,9566,2,6,3,2,No,4,Yes,51+,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
2433,57,Female,HR,HR Manager,Married,Master,6028,27,7,1,2,Yes,3,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2434,26,Male,Operations,Sales Executive,Divorced,Bachelor,14474,6,9,3,3,Yes,2,Yes,<30,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2435,37,Female,R&D,Laboratory Technician,Married,PhD,5301,28,2,1,1,No,4,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2436,38,Female,R&D,Sales Representative,Divorced,PhD,13150,3,4,4,2,Yes,3,Yes,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2437,42,Female,IT,Laboratory Technician,Divorced,Master,7627,18,8,4,3,Yes,2,No,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2438,58,Female,HR,Finance Analyst,Divorced,Bachelor,14620,19,2,3,3,No,2,No,51+,10+ Years,High,Promoted 3-5 Yrs Ago,0
2439,43,Male,Operations,IT Specialist,Married,PhD,13232,10,4,3,1,Yes,4,No,41-50,7-10 Years,High,Promoted 3-5 Yrs Ago,0
2440,53,Female,IT,Finance Analyst,Married,Bachelor,11604,11,1,1,2,No,4,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2441,34,Male,HR,Operations Manager,Single,Bachelor,11745,30,7,3,2,Yes,3,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2442,28,Female,Finance,Admin Assistant,Single,Bachelor,10577,22,6,2,3,Yes,3,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2443,23,Male,Sales,Research Scientist,Single,PhD,9349,12,10,2,3,Yes,2,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2444,24,Female,Finance,Finance Analyst,Divorced,PhD,12522,7,4,4,2,Yes,4,Yes,<30,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2445,49,Male,Operations,IT Specialist,Single,PhD,6091,0,9,4,4,Yes,4,No,41-50,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
2446,25,Female,Admin,Admin Assistant,Married,Bachelor,9659,10,0,1,2,Yes,4,No,<30,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
2447,42,Male,HR,HR Manager,Single,Bachelor,5694,1,10,2,1,No,3,Yes,41-50,0-2 Years,Medium,Promoted 1-2 Yrs Ago,1
2448,34,Male,Sales,Finance Analyst,Divorced,Bachelor,7439,25,6,4,4,Yes,4,No,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2449,25,Female,IT,Finance Analyst,Married,PhD,13482,5,9,4,4,Yes,4,No,<30,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2450,40,Female,Operations,Sales Representative,Married,PhD,6298,28,3,1,2,No,2,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2451,33,Female,Admin,HR Associate,Single,Bachelor,8820,0,3,2,3,Yes,3,No,30-40,0-2 Years,Medium,Promoted 1-2 Yrs Ago,0
2452,39,Male,R&D,HR Manager,Divorced,Bachelor,5165,12,0,4,1,Yes,2,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2453,38,Female,Finance,Laboratory Technician,Married,Bachelor,14051,23,2,4,4,Yes,3,No,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,0
2454,22,Male,Operations,Admin Assistant,Single,PhD,8581,12,3,4,3,Yes,3,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2455,58,Female,Admin,Laboratory Technician,Divorced,Master,9444,24,0,4,3,No,2,Yes,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2456,55,Female,HR,Laboratory Technician,Divorced,PhD,4800,13,9,4,2,Yes,3,Yes,51+,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2457,40,Female,Sales,HR Associate,Divorced,PhD,8061,16,2,1,2,Yes,4,No,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2458,34,Female,HR,Sales Representative,Single,Bachelor,10520,8,4,2,1,No,2,No,30-40,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2459,45,Female,Sales,Operations Manager,Single,PhD,14746,4,5,3,3,No,3,Yes,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,1
2460,29,Female,IT,Admin Assistant,Married,Master,3486,1,7,3,4,No,4,Yes,<30,0-2 Years,Low,Promoted 3-5 Yrs Ago,1
2461,32,Male,Finance,IT Specialist,Married,Bachelor,9858,19,7,1,1,Yes,2,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2462,44,Female,Sales,IT Specialist,Married,PhD,10026,29,9,1,4,Yes,4,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
2463,46,Female,HR,HR Manager,Married,PhD,10195,4,8,4,1,No,4,No,41-50,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2464,31,Male,Operations,Research Scientist,Divorced,Bachelor,7421,10,1,2,3,Yes,3,No,30-40,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
2465,41,Male,HR,Laboratory Technician,Single,PhD,14941,28,3,2,2,Yes,3,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2466,55,Male,R&D,Admin Assistant,Single,Master,10948,18,3,4,1,Yes,4,Yes,51+,10+ Years,High,Promoted 3-5 Yrs Ago,1
2467,38,Female,Finance,Sales Executive,Divorced,Bachelor,6467,15,7,2,1,Yes,4,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2468,34,Female,HR,Laboratory Technician,Married,Master,8631,17,6,1,4,No,4,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2469,50,Male,Sales,Laboratory Technician,Single,Master,4632,10,0,2,4,Yes,3,No,41-50,7-10 Years,Low,Promoted 1-2 Yrs Ago,0
2470,25,Female,IT,Sales Representative,Married,Bachelor,7918,29,8,3,4,No,3,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2471,23,Female,Admin,HR Associate,Married,Master,14238,11,10,3,1,Yes,2,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2472,44,Male,Sales,Finance Analyst,Divorced,Master,5118,23,5,3,2,Yes,2,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2473,36,Male,Finance,Sales Representative,Married,Bachelor,6479,3,2,2,2,No,3,No,30-40,3-6 Years,Medium,Promoted 1-2 Yrs Ago,0
2474,31,Female,Admin,Admin Assistant,Married,Bachelor,10511,1,0,4,1,No,4,Yes,30-40,0-2 Years,High,Promoted 3-5 Yrs Ago,1
2475,60,Male,R&D,Operations Manager,Divorced,Master,6121,22,6,1,1,No,2,Yes,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2476,27,Male,Admin,Sales Representative,Single,Master,9765,24,2,3,4,Yes,4,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2477,46,Male,Sales,Sales Representative,Divorced,PhD,4674,22,2,4,1,Yes,2,Yes,41-50,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2478,23,Male,Admin,HR Associate,Married,PhD,14691,11,1,4,4,No,3,Yes,<30,10+ Years,High,Promoted 3-5 Yrs Ago,1
2479,44,Male,Operations,HR Manager,Single,Master,12243,15,8,1,1,No,4,No,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,0
2480,42,Female,Admin,Research Scientist,Married,Master,7934,20,0,4,3,Yes,3,Yes,41-50,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2481,46,Female,Operations,IT Specialist,Divorced,PhD,6723,3,1,4,2,Yes,2,Yes,41-50,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2482,37,Female,Admin,HR Associate,Married,PhD,8765,0,0,4,3,Yes,2,Yes,30-40,0-2 Years,Medium,Promoted 3-5 Yrs Ago,1
2483,56,Female,IT,Operations Manager,Single,Bachelor,6379,15,1,3,3,No,3,No,51+,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2484,31,Female,Sales,Sales Representative,Divorced,Master,10274,0,2,1,3,Yes,3,No,30-40,0-2 Years,High,Promoted 1-2 Yrs Ago,0
2485,26,Male,R&D,Laboratory Technician,Divorced,PhD,3110,30,1,4,2,No,2,Yes,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2486,23,Male,Admin,Sales Executive,Divorced,Bachelor,3102,15,0,2,2,Yes,4,No,<30,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2487,23,Female,Operations,HR Manager,Single,Bachelor,11298,27,8,3,3,Yes,4,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2488,33,Male,HR,Sales Representative,Single,Master,11282,5,10,4,4,No,2,No,30-40,3-6 Years,High,Promoted 3-5 Yrs Ago,0
2489,35,Female,Operations,Sales Representative,Divorced,PhD,14814,5,6,2,4,No,2,No,30-40,3-6 Years,High,Promoted 1-2 Yrs Ago,0
2490,36,Female,HR,IT Specialist,Married,PhD,14205,9,0,3,3,Yes,4,Yes,30-40,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2491,43,Male,R&D,HR Manager,Single,Bachelor,4467,28,4,1,2,Yes,4,No,41-50,10+ Years,Low,Promoted 1-2 Yrs Ago,0
2492,38,Male,Sales,Admin Assistant,Married,Master,13297,7,6,1,3,No,4,No,30-40,7-10 Years,High,Promoted 1-2 Yrs Ago,0
2493,26,Male,HR,HR Associate,Single,Master,8345,13,9,3,1,Yes,4,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2494,22,Female,Admin,Sales Representative,Divorced,Master,8401,22,4,1,4,No,3,No,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2495,49,Male,HR,HR Manager,Married,Master,7038,16,7,2,1,No,4,Yes,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2496,29,Female,Sales,Laboratory Technician,Divorced,Master,13716,21,3,1,2,Yes,3,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2497,49,Male,HR,HR Manager,Single,PhD,6932,8,4,4,1,Yes,3,No,41-50,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2498,27,Male,R&D,Laboratory Technician,Divorced,PhD,5046,3,2,1,3,No,4,Yes,<30,3-6 Years,Medium,Promoted 1-2 Yrs Ago,1
2499,45,Male,Sales,Operations Manager,Married,PhD,11932,26,5,3,1,No,4,Yes,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,1
2500,53,Female,IT,Operations Manager,Divorced,Bachelor,7763,19,2,2,2,No,2,No,51+,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2501,49,Male,Operations,Sales Representative,Divorced,Bachelor,4344,4,2,3,1,No,2,Yes,41-50,3-6 Years,Low,Promoted 3-5 Yrs Ago,1
2502,57,Male,Operations,HR Associate,Married,PhD,4410,10,4,1,1,Yes,2,No,51+,7-10 Years,Low,Promoted 1-2 Yrs Ago,0
2503,46,Female,IT,Laboratory Technician,Single,PhD,5041,21,3,2,3,No,2,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2504,57,Male,IT,Admin Assistant,Single,PhD,13669,8,10,3,2,Yes,2,Yes,51+,7-10 Years,High,Promoted 3-5 Yrs Ago,1
2505,38,Female,HR,Sales Representative,Married,PhD,8986,21,6,3,3,No,3,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2506,42,Male,Admin,HR Associate,Married,Bachelor,3541,0,10,2,2,No,4,Yes,41-50,0-2 Years,Low,Promoted 1-2 Yrs Ago,1
2507,44,Male,R&D,HR Associate,Divorced,PhD,7290,7,10,4,3,Yes,4,No,41-50,7-10 Years,Medium,Promoted 3-5 Yrs Ago,0
2508,29,Female,Admin,Finance Analyst,Single,PhD,3874,27,7,4,3,Yes,2,No,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2509,39,Female,R&D,IT Specialist,Divorced,PhD,9803,30,9,2,4,Yes,3,Yes,30-40,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2510,55,Male,Operations,Operations Manager,Divorced,PhD,12712,29,6,1,3,Yes,2,No,51+,10+ Years,High,Promoted 1-2 Yrs Ago,0
2511,37,Female,IT,IT Specialist,Married,Bachelor,5468,3,4,3,2,No,3,Yes,30-40,3-6 Years,Medium,Promoted 3-5 Yrs Ago,1
2512,26,Male,IT,Research Scientist,Divorced,Master,3531,19,0,3,4,Yes,4,Yes,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2513,24,Male,Finance,Laboratory Technician,Divorced,PhD,10067,13,0,4,3,Yes,4,No,<30,10+ Years,High,Promoted 3-5 Yrs Ago,0
2514,36,Female,Finance,Research Scientist,Single,Master,12040,1,10,1,4,Yes,2,Yes,30-40,0-2 Years,High,Promoted 1-2 Yrs Ago,1
2515,39,Male,HR,IT Specialist,Divorced,PhD,8003,7,1,1,4,Yes,2,No,30-40,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
2516,42,Female,Sales,IT Specialist,Divorced,PhD,13029,24,4,4,1,No,2,Yes,41-50,10+ Years,High,Promoted 3-5 Yrs Ago,1
2517,28,Male,IT,Sales Representative,Married,Master,7736,16,2,2,1,Yes,2,Yes,<30,10+ Years,Medium,Promoted 1-2 Yrs Ago,1
2518,39,Female,IT,HR Associate,Single,PhD,9686,10,9,1,2,Yes,2,No,30-40,7-10 Years,Medium,Promoted 1-2 Yrs Ago,0
2519,41,Female,R&D,HR Manager,Single,Master,3690,6,4,3,2,No,3,Yes,41-50,3-6 Years,Low,Promoted 3-5 Yrs Ago,1
2520,37,Male,IT,Research Scientist,Married,PhD,12521,26,0,1,2,No,4,No,30-40,10+ Years,High,Promoted 1-2 Yrs Ago,0
2521,35,Female,HR,IT Specialist,Divorced,PhD,8609,13,10,4,4,Yes,3,Yes,30-40,10+ Years,Medium,Promoted 3-5 Yrs Ago,1
2522,50,Male,IT,Admin Assistant,Divorced,Bachelor,9654,23,1,2,1,Yes,4,No,41-50,10+ Years,Medium,Promoted 1-2 Yrs Ago,0
2523,50,Male,R&D,Research Scientist,Divorced,Bachelor,10833,0,0,3,3,No,4,Yes,41-50,0-2 Years,High,Promoted 3-5 Yrs Ago,1
2524,55,Male,IT,HR Associate,Single,Bachelor,11927,4,2,2,4,Yes,3,No,51+,3-6 Years,High,Promoted 1-2 Yrs Ago,0
2525,23,Female,Operations,Sales Representative,Married,Master,13660,21,4,2,4,No,2,Yes,<30,10+ Years,High,Promoted 1-2 Yrs Ago,1
2526,60,Female,Finance,Research Scientist,Married,Master,6408,0,9,4,1,No,2,No,51+,0-2 Years,Medium,Promoted 3-5 Yrs Ago,0
2527,38,Male,Finance,HR Associate,Single,PhD,2869,26,9,3,4,No,2,Yes,30-40,10+ Years,Low,Promoted 3-5 Yrs Ago,1
2528,26,Male,IT,Laboratory Technician,Married,PhD,3264,26,3,3,2,No,4,No,<30,10+ Years,Low,Promoted 3-5 Yrs Ago,0
2529,46,Female,HR,Laboratory Technician,Single,Bachelor,11047,13,7,1,2,Yes,4,Yes,41-50,10+ Years,High,Promoted 1-2 Yrs Ago,1
2530,29,Female,Operations,Sales Representative,Divorced,Master,6135,18,2,4,4,No,4,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2531,23,Male,HR,Finance Analyst,Divorced,Bachelor,8865,25,10,3,3,No,4,No,<30,10+ Years,Medium,Promoted 3-5 Yrs Ago,0
2532,40,Female,Finance,HR Manager,Single,Master,12498,12,7,3,2,Yes,3,Yes,30-40,10+ Years,High,Promoted 3-5 Yrs Ago,1
